,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Contacts_Count_12_mon,Avg_Utilization_Ratio,Total_Relationship_Count,Months_Inactive_12_mon,Current_customer
4650,37,0.423,0,3,0.0,2,3,n
8012,41,0.577,0,2,0.0,4,3,n
9295,112,0.75,1131,3,0.033,1,1,y
634,46,0.586,2021,2,0.819,3,3,y
9655,79,1.079,0,6,0.0,3,4,n
5352,37,0.37,0,4,0.0,3,2,n
1340,40,0.905,1248,3,0.623,4,3,y
1998,86,0.911,1812,4,0.692,6,3,y
7533,88,1.095,1884,1,0.741,3,1,y
2967,42,0.556,0,4,0.0,5,3,n
7876,63,0.658,1582,2,0.191,2,2,y
8676,42,0.5,2517,2,0.073,3,3,n
7751,76,1.171,2517,2,0.607,2,3,y
5044,49,0.69,0,6,0.0,3,2,n
8974,89,0.589,2088,1,0.06,1,2,y
717,28,0.4,0,3,0.0,2,2,n
9358,74,1.056,0,3,0.0,6,3,n
7578,75,0.562,0,3,0.0,6,1,y
6826,40,0.481,0,3,0.0,5,3,n
2768,42,0.312,0,4,0.0,6,3,y
3249,72,0.756,1686,2,0.049,5,2,y
9313,74,0.85,0,3,0.0,5,1,n
5716,88,0.6,777,2,0.189,4,1,y
8558,34,0.417,145,3,0.016,2,3,n
7675,81,0.761,0,3,0.0,5,3,y
7029,89,0.816,982,2,0.106,4,4,y
1610,59,0.639,2097,4,0.226,6,1,y
8748,83,0.729,1917,3,0.268,1,3,y
2307,35,0.591,2517,4,0.789,5,3,y
8697,77,0.638,1143,3,0.115,2,3,y
8567,38,0.583,2104,3,0.956,4,3,n
6745,91,0.75,2412,2,0.862,4,5,y
5084,35,0.25,2517,3,0.684,2,1,n
8007,75,0.63,0,1,0.0,2,2,y
5975,66,0.65,1868,3,0.684,6,2,y
3261,65,0.757,1101,3,0.101,3,3,y
9163,56,0.244,0,3,0.0,1,2,n
1420,33,0.941,2409,2,0.436,5,2,y
7930,83,0.694,0,1,0.0,1,1,y
9950,84,0.615,0,1,0.0,4,2,n
6549,75,0.63,0,1,0.0,4,4,y
8442,57,0.727,0,6,0.0,1,0,n
5877,77,0.674,2170,3,0.285,4,3,y
7899,74,0.897,585,1,0.069,1,3,y
3401,67,0.675,1219,4,0.197,3,1,y
7855,46,0.84,0,2,0.0,2,3,n
4483,39,0.345,0,3,0.0,3,3,n
9392,100,0.754,1881,3,0.198,1,2,y
9570,66,0.886,2517,3,0.593,2,1,n
3016,33,0.65,0,4,0.0,1,3,n
6332,63,0.8,1870,2,0.181,5,1,y
2468,31,0.632,2260,2,0.345,3,2,y
5633,33,0.375,0,4,0.0,3,3,n
4262,46,0.533,0,4,0.0,1,3,n
5829,39,0.56,0,3,0.0,3,5,n
3938,73,0.825,1175,4,0.1,4,3,y
7467,65,0.667,1183,3,0.822,3,1,y
8518,84,0.909,0,3,0.0,2,2,y
6992,37,0.609,2498,3,0.925,4,3,n
4298,39,0.345,0,5,0.0,2,2,n
6945,32,0.231,794,2,0.032,4,3,n
690,38,0.407,1389,0,0.1,6,3,y
3310,37,0.276,0,2,0.0,5,3,n
1332,60,0.579,2242,2,0.337,5,2,y
3779,42,1.0,2386,3,0.421,6,3,n
3354,41,0.519,0,4,0.0,2,3,n
7264,45,0.406,725,2,0.399,4,3,n
822,37,0.682,0,3,0.0,4,3,y
4930,46,0.484,1506,4,0.52,6,2,n
5565,66,0.571,1920,4,0.407,5,1,y
3626,55,0.528,0,4,0.0,5,3,y
9153,104,0.733,1253,1,0.168,2,1,y
9599,69,0.769,0,2,0.0,2,3,n
322,22,1.75,1926,2,0.2,4,1,y
2065,21,0.909,773,1,0.264,5,1,y
5102,42,0.312,886,4,0.616,4,3,n
4088,30,0.5,1355,3,0.272,4,3,y
8526,51,1.217,970,3,0.645,2,3,n
6444,52,0.625,2517,3,0.303,4,2,n
6810,47,0.469,0,2,0.0,1,3,n
7478,35,0.591,1035,3,0.224,2,4,n
9850,78,0.773,829,3,0.047,6,1,n
7793,50,0.562,2517,1,0.38,3,3,n
9809,60,0.875,0,6,0.0,1,3,n
5334,47,0.516,1771,2,0.424,3,3,n
9112,69,0.816,2517,3,0.276,4,3,n
640,47,0.306,1406,3,0.046,3,3,n
2200,43,0.72,1168,4,0.038,5,3,y
7967,78,0.733,0,3,0.0,1,3,y
6446,38,0.583,526,2,0.32,1,3,n
1721,26,1.167,2517,4,0.221,3,0,n
6882,87,0.891,1488,2,0.125,5,3,y
5086,40,0.481,0,4,0.0,4,3,n
10113,85,0.809,2517,2,0.189,2,3,n
6664,38,0.583,0,3,0.0,6,4,n
3167,23,0.278,1113,2,0.078,4,3,y
1752,20,0.053,0,4,0.0,3,2,n
9200,66,0.65,1175,5,0.315,6,1,n
6430,90,0.8,1565,1,0.676,5,1,y
3041,63,0.8,0,2,0.0,6,3,y
2793,47,0.621,0,3,0.0,3,2,n
4045,40,0.333,2222,3,0.248,3,3,n
5571,36,0.385,2517,3,0.168,4,2,n
6468,41,0.414,959,2,0.306,4,2,n
5107,26,0.368,0,4,0.0,6,3,n
6102,78,0.902,1871,1,0.698,5,2,y
7468,79,0.756,1314,2,0.734,4,3,y
4445,43,0.483,749,3,0.467,3,3,n
548,28,0.273,0,1,0.0,3,3,n
10008,61,0.564,492,2,0.031,6,2,n
7766,51,0.645,872,4,0.561,3,2,n
2570,76,0.583,1942,5,0.38,6,2,y
881,33,0.32,288,3,0.033,1,3,n
4237,39,0.393,2517,2,0.498,2,2,n
3358,59,0.903,1597,0,0.1,5,2,y
8603,86,0.654,1013,2,0.092,3,2,y
5481,43,0.483,412,3,0.265,5,2,n
9680,73,0.825,0,2,0.0,2,3,n
9211,77,0.833,478,2,0.075,2,3,n
4167,76,0.81,1714,3,0.653,4,1,y
6893,53,0.767,1384,6,0.351,3,2,n
2595,83,0.804,927,2,0.279,3,1,y
8205,71,0.614,1889,1,0.261,1,1,y
7069,87,0.776,0,1,0.0,4,3,y
1278,27,0.35,1164,3,0.039,4,3,n
6720,31,0.409,0,2,0.0,3,4,n
9545,54,1.0,2138,1,0.215,5,3,n
8029,83,0.66,2517,3,0.766,1,1,y
831,37,0.947,658,3,0.118,6,3,y
9641,62,0.722,0,3,0.0,3,3,n
813,21,0.615,0,1,0.0,4,3,n
6967,86,0.654,1608,3,0.218,4,2,y
7663,43,0.303,0,3,0.0,4,3,n
7903,48,0.548,487,3,0.041,4,2,n
6539,66,0.692,1819,1,0.613,6,1,y
2042,49,1.042,1516,4,0.099,4,4,y
3559,67,0.675,1241,2,0.567,4,1,y
2953,42,0.5,2178,1,0.599,3,5,n
7082,43,0.654,0,3,0.0,1,3,n
7858,40,0.6,0,2,0.0,5,3,n
8694,92,0.673,1913,1,0.055,3,2,y
3157,46,0.586,2174,6,0.239,2,3,n
9627,65,0.806,0,3,0.0,2,3,n
6362,51,0.545,0,2,0.0,6,3,n
7461,40,0.481,2517,4,0.501,2,2,n
8857,56,0.474,0,1,0.0,2,3,n
4181,88,0.66,1501,3,0.615,3,1,y
9911,124,0.676,924,4,0.047,4,1,y
8278,94,0.843,0,3,0.0,2,2,y
8647,96,0.412,1143,1,0.197,2,2,y
8431,47,0.621,0,3,0.0,2,3,n
9418,72,0.846,2517,3,0.171,2,3,n
1853,64,0.561,1782,3,0.614,3,3,y
5047,84,0.909,2517,3,0.79,4,2,y
6700,45,0.731,2517,3,0.685,5,2,n
4731,49,0.361,0,3,0.0,3,3,n
9101,58,0.758,925,2,0.321,2,2,n
1647,45,0.607,816,2,0.069,3,1,y
2118,52,0.368,1550,2,0.216,4,3,y
9269,131,0.819,1950,3,0.136,1,2,y
5251,39,0.857,0,4,0.0,1,0,n
8692,92,0.614,1402,1,0.21,3,3,y
52,38,1.923,2179,2,0.687,3,4,y
26,23,1.3,1374,2,0.093,4,1,y
1781,74,1.114,0,4,0.0,5,4,y
6625,44,0.467,1037,3,0.228,5,1,n
6679,71,0.511,796,2,0.132,5,2,y
3578,60,0.818,2271,2,0.867,4,3,y
2242,71,0.69,1720,2,0.554,6,3,y
7915,43,0.536,0,3,0.0,6,3,n
4178,69,0.816,1525,2,0.776,5,3,y
5668,37,0.682,2517,2,0.318,4,3,n
5889,40,0.429,0,1,0.0,3,2,n
4434,92,0.878,1488,1,0.481,4,2,y
3801,43,0.654,1733,3,0.126,1,3,n
4507,73,0.587,1427,4,0.766,5,2,y
3525,76,0.767,0,1,0.0,4,3,y
3361,73,0.659,0,2,0.0,5,1,y
9796,91,1.022,0,6,0.0,6,3,n
1972,22,1.444,0,3,0.0,3,2,n
4021,36,0.8,0,2,0.0,2,3,n
5268,41,0.519,2517,4,0.809,5,2,n
5324,44,0.571,1477,3,0.75,6,4,n
4536,40,0.333,966,3,0.038,5,2,n
6422,66,0.833,1297,3,0.672,5,3,y
2346,71,0.651,1559,3,0.142,3,3,y
6135,77,0.638,2038,3,0.209,4,2,y
10055,75,0.786,0,3,0.0,4,3,n
9683,63,0.75,0,2,0.0,2,2,n
331,28,1.0,2242,3,0.447,4,1,y
7339,75,0.786,2018,1,0.101,5,1,y
3963,48,0.714,2517,3,0.87,2,2,n
5057,39,0.625,0,2,0.0,3,2,n
3521,27,0.5,1544,3,0.171,4,1,y
4802,49,0.531,0,3,0.0,1,2,n
6790,33,0.269,0,3,0.0,5,2,n
10063,121,0.806,2517,3,0.673,4,2,y
7556,86,0.686,1133,2,0.336,3,3,y
8775,74,0.682,708,3,0.311,1,3,y
3782,73,0.553,1375,2,0.105,3,2,y
3008,89,0.78,1375,3,0.122,6,1,y
9327,77,0.481,0,2,0.0,6,2,n
6672,71,0.919,1087,3,0.302,5,1,y
5608,53,1.12,722,2,0.502,5,3,y
8439,84,0.714,998,2,0.512,1,1,y
396,38,0.727,843,2,0.03,5,1,y
8504,83,0.694,2014,3,0.603,2,3,y
2985,62,0.771,2517,5,0.102,3,1,y
5141,68,1.125,1020,4,0.447,3,3,y
2296,34,0.478,0,4,0.0,5,3,n
9721,104,0.552,1267,3,0.411,2,2,y
5958,31,0.292,0,2,0.0,2,3,n
8486,52,0.733,855,3,0.195,2,2,n
2904,75,0.923,0,2,0.0,4,1,y
4821,47,1.136,0,1,0.0,3,2,n
659,17,0.133,554,3,0.261,3,3,n
1867,10,0.25,0,4,0.0,3,3,n
4249,49,0.885,0,1,0.0,2,3,n
5714,49,0.815,0,6,0.0,5,2,n
198,21,0.615,900,2,0.626,1,3,n
9552,63,0.75,2517,3,0.073,6,3,n
5527,49,0.531,2480,2,0.919,5,2,n
3798,50,0.562,0,4,0.0,3,3,n
2123,25,0.923,2517,2,0.801,4,2,y
2435,83,0.537,1499,4,0.114,3,2,y
8759,47,0.382,0,1,0.0,2,2,n
261,23,0.353,0,1,0.0,1,4,n
3389,83,0.804,1860,2,0.726,4,2,y
3718,37,0.276,0,3,0.0,1,4,n
9566,69,0.769,0,1,0.0,5,3,n
4020,70,0.556,0,4,0.0,3,3,y
7009,45,0.552,0,3,0.0,4,3,n
9579,111,0.762,862,3,0.025,2,1,y
5212,29,0.261,0,2,0.0,5,3,n
9811,64,0.73,230,3,0.057,1,2,n
9405,112,0.697,1525,3,0.466,2,4,y
9747,67,0.763,2331,2,0.522,6,2,n
5937,73,0.825,1436,2,0.042,3,4,y
9740,61,0.605,2517,3,0.481,2,4,n
3510,55,0.486,905,2,0.048,6,2,y
4420,51,0.545,2517,3,0.655,1,2,n
8220,29,0.318,1012,4,0.413,2,2,n
4790,89,0.854,1452,1,0.223,3,1,y
6730,55,0.774,1683,2,0.331,5,2,y
8181,45,0.552,0,3,0.0,2,2,n
4327,81,0.62,1810,3,0.057,5,3,y
7997,39,0.5,0,4,0.0,5,2,n
9848,70,0.707,0,4,0.0,6,2,n
1237,47,0.567,1260,2,0.575,6,3,y
2606,77,0.54,0,4,0.0,6,3,y
6295,45,0.406,500,4,0.304,3,3,n
7968,80,0.818,952,3,0.493,1,3,y
7643,71,0.614,775,2,0.456,4,1,y
134,32,1.0,797,3,0.246,2,1,y
7788,85,0.889,1907,2,0.365,2,6,y
2873,31,0.292,0,3,0.0,3,3,n
3292,62,0.55,1217,1,0.06,5,3,y
9505,123,0.685,1230,1,0.134,1,3,y
757,29,2.222,0,3,0.0,2,3,n
6246,44,0.63,1647,3,0.898,6,1,n
2078,30,0.25,1126,1,0.448,6,1,y
6257,82,0.673,1465,2,0.676,5,2,y
1582,27,0.038,1986,4,0.487,5,2,n
1244,49,1.042,1567,3,0.748,6,1,y
4114,77,0.833,2517,2,0.39,3,1,y
3501,38,0.52,1767,3,0.254,2,3,n
9090,103,0.717,2273,3,0.066,2,1,y
9333,74,0.574,0,1,0.0,1,4,n
5233,63,0.8,0,1,0.0,3,2,y
8344,66,1.2,1434,2,0.229,1,3,y
6542,73,0.659,0,2,0.0,6,3,y
6541,29,0.074,0,3,0.0,3,2,n
466,30,1.5,2061,3,0.147,5,2,y
752,15,0.5,2238,3,0.548,2,3,n
2819,49,0.361,1205,3,0.542,5,3,y
10031,120,0.765,1307,2,0.038,3,1,y
5542,36,0.333,316,4,0.074,5,4,n
9074,62,0.59,0,2,0.0,5,3,n
7830,85,0.7,1395,2,0.536,2,2,y
5670,72,0.846,0,2,0.0,5,3,y
2551,27,0.588,0,3,0.0,4,2,y
136,26,0.733,2100,2,0.271,5,3,y
3763,70,0.556,1212,4,0.25,5,1,y
5836,50,0.667,1999,4,0.801,5,3,n
288,21,0.235,2221,2,0.877,6,2,n
2505,44,1.0,2403,4,0.858,4,3,y
5664,39,0.444,1214,2,0.844,5,2,n
7253,35,0.522,186,2,0.106,1,4,n
7914,38,0.52,1012,3,0.609,5,3,n
4030,36,0.385,1933,2,0.44,2,2,n
3839,63,0.853,0,3,0.0,3,3,n
7365,89,0.78,1726,1,0.637,3,3,y
5660,62,0.55,321,3,0.025,3,3,n
4202,45,0.607,0,3,0.0,2,4,n
7276,53,0.359,2517,1,0.843,1,2,n
4805,31,0.632,478,2,0.129,3,2,n
5998,42,0.4,0,5,0.0,5,4,n
7401,86,0.755,1366,3,0.878,5,1,y
7133,42,0.5,0,3,0.0,1,3,n
369,25,0.786,1785,2,0.09,5,3,y
9883,67,0.595,2517,4,0.369,6,3,n
790,25,0.786,2211,2,0.2,5,3,y
8749,55,0.486,2517,3,0.562,1,3,n
6580,51,0.594,503,3,0.206,5,3,n
5458,36,0.44,2389,2,0.234,1,2,n
1317,33,0.833,1092,3,0.328,5,3,y
10118,63,1.1,952,4,0.096,6,3,n
5549,48,0.548,0,3,0.0,3,3,n
256,34,1.125,953,0,0.043,4,1,y
3655,45,0.5,0,2,0.0,2,3,n
996,34,0.214,1530,2,0.346,3,1,y
4878,34,0.417,0,3,0.0,3,2,n
1872,27,0.174,2189,2,0.844,5,1,y
1141,31,0.722,0,1,0.0,2,1,n
9346,75,0.786,0,2,0.0,1,3,n
5025,36,0.333,0,4,0.0,4,2,n
9388,60,0.176,0,3,0.0,4,2,n
2630,38,1.111,2028,2,0.068,6,2,y
5380,36,0.333,2517,2,0.709,4,2,n
10066,117,0.696,1736,3,0.101,3,6,y
5777,59,0.735,790,3,0.549,5,2,y
2195,55,0.667,1624,3,0.49,3,3,y
8273,77,0.674,2171,2,0.105,2,2,y
2244,41,0.783,1115,3,0.361,4,3,y
9734,94,0.774,2148,1,0.139,1,3,y
5423,86,0.911,938,1,0.582,5,1,y
1356,29,0.526,0,1,0.0,5,1,n
473,14,0.4,0,3,0.0,2,2,n
4493,43,0.72,1692,3,0.448,2,3,n
3164,43,0.483,2517,3,0.217,4,3,n
9826,120,0.935,2165,2,0.38,4,2,y
775,19,0.583,0,2,0.0,2,1,n
917,64,0.6,1496,3,0.118,6,2,y
8573,51,0.821,2517,2,0.619,2,3,n
6484,42,0.077,0,2,0.0,3,3,n
922,21,0.4,2418,3,0.501,3,3,n
714,36,0.8,987,2,0.045,4,3,y
5907,42,0.355,1735,1,0.866,3,5,n
7739,79,0.646,966,0,0.313,2,3,y
3363,37,0.609,0,3,0.0,3,3,n
446,19,0.727,0,2,0.0,1,2,n
4661,47,0.516,331,3,0.188,4,2,n
9097,63,0.853,0,3,0.0,5,3,n
9423,110,0.642,1290,1,0.053,1,2,y
5329,60,0.538,0,1,0.0,6,3,y
9099,56,0.647,787,2,0.129,5,3,n
206,27,0.421,0,3,0.0,2,4,n
1882,45,0.731,939,3,0.055,3,2,y
4042,70,0.628,756,1,0.137,5,2,y
4552,79,0.756,0,4,0.0,5,3,y
6399,48,0.6,0,3,0.0,5,1,n
8751,89,0.618,0,2,0.0,2,3,y
4444,76,0.551,1076,2,0.583,5,2,y
6785,46,0.484,2517,2,0.423,3,2,n
8286,87,0.977,0,1,0.0,2,3,y
6157,77,0.75,1611,1,0.704,5,3,y
3631,45,0.452,2517,1,0.14,6,2,n
7603,90,0.731,1965,1,0.254,5,1,y
7053,74,0.947,2148,1,0.205,4,3,y
4898,39,0.393,2517,3,0.866,2,2,n
8149,49,0.361,0,5,0.0,2,3,n
7350,37,0.609,0,2,0.0,3,4,n
5953,50,0.316,0,4,0.0,3,3,n
1950,24,1.182,0,3,0.0,6,2,n
3368,83,0.804,0,1,0.0,6,1,y
2983,25,0.667,1018,4,0.037,3,3,y
6593,67,0.558,1759,1,0.503,6,3,y
8208,44,0.419,0,4,0.0,2,3,n
3176,73,0.622,1380,2,0.083,3,2,y
2032,18,0.286,0,4,0.0,6,3,n
7228,65,0.806,1242,3,0.702,5,2,y
6564,54,0.688,0,2,0.0,5,2,n
7996,48,0.778,0,3,0.0,2,3,n
3598,51,0.759,2319,3,0.309,2,2,n
5363,43,0.433,2422,4,0.897,4,5,n
9584,116,0.841,1331,2,0.317,2,1,y
6024,70,0.628,1322,3,0.207,6,1,y
7768,48,0.231,468,3,0.09,2,3,n
9668,86,0.83,1907,2,0.143,3,3,n
4840,75,0.786,1665,4,0.303,4,6,y
5208,56,0.75,0,3,0.0,5,1,y
2655,57,1.036,1316,4,0.528,5,1,y
6329,47,0.679,0,3,0.0,5,3,n
9277,63,0.853,0,3,0.0,1,4,n
2637,50,0.724,1746,2,0.076,4,3,y
6440,47,0.306,216,3,0.006,5,3,n
2783,85,0.635,1070,3,0.532,2,3,y
3538,53,0.71,1266,2,0.156,4,1,y
3099,69,1.091,0,0,0.0,4,1,y
99,18,0.385,1628,3,0.299,2,3,n
4103,46,0.394,157,1,0.02,3,3,n
1560,71,0.972,1769,3,0.647,6,1,y
8026,42,0.448,2517,2,0.642,6,3,n
6252,47,0.119,0,3,0.0,3,2,n
8569,70,0.75,0,1,0.0,1,2,y
658,25,1.083,700,2,0.456,5,1,y
6396,44,0.63,2517,3,0.571,6,2,n
71,36,0.286,1034,3,0.467,5,3,y
5022,75,0.829,2378,4,0.765,5,1,y
326,49,0.581,1355,2,0.224,3,2,y
1176,57,1.111,0,4,0.0,4,2,y
6272,82,0.745,1385,3,0.401,4,2,y
3457,46,0.394,2391,2,0.447,6,3,n
5724,44,0.692,0,3,0.0,3,3,n
4272,41,0.464,0,4,0.0,5,2,n
2488,65,0.477,607,1,0.057,3,1,y
1818,25,0.19,0,3,0.0,5,1,n
1549,64,0.641,1063,2,0.06,3,1,y
707,35,0.667,1656,3,0.402,4,3,y
4971,67,0.675,0,2,0.0,5,1,y
6567,93,0.755,2176,1,0.925,4,5,y
8538,51,0.759,0,2,0.0,5,2,n
5041,85,0.667,1087,3,0.169,3,3,y
6891,42,0.75,546,3,0.258,3,5,n
5301,40,0.538,0,3,0.0,4,3,n
8882,63,0.465,304,3,0.017,5,2,n
5765,31,0.107,0,2,0.0,3,2,n
8247,88,0.833,1303,2,0.479,2,3,y
6104,77,0.674,1659,1,0.752,5,3,y
2369,19,0.462,1880,3,0.147,6,1,y
9783,94,0.741,1171,2,0.226,1,1,y
9569,87,0.977,859,4,0.177,2,5,n
4839,40,0.667,0,2,0.0,6,4,n
9389,69,0.683,0,2,0.0,2,3,n
2302,62,0.59,955,4,0.203,4,3,y
4282,30,0.5,0,4,0.0,3,4,n
7426,83,0.766,1782,1,0.689,3,2,y
9265,121,0.833,0,3,0.0,1,2,y
8864,56,0.556,0,5,0.0,5,3,n
5675,75,0.667,2032,3,0.696,3,3,y
4735,41,0.708,0,2,0.0,3,2,n
8392,83,0.804,1495,1,0.684,1,1,y
6301,46,0.643,0,4,0.0,4,3,n
7856,41,0.64,357,2,0.075,2,4,n
4579,74,0.644,895,0,0.03,6,1,y
8093,76,0.9,706,3,0.214,1,1,y
5671,48,0.297,0,3,0.0,4,1,n
5486,67,0.675,1031,1,0.141,6,2,y
7330,38,0.226,0,2,0.0,3,3,n
7110,78,0.5,1436,0,0.11,5,6,y
8718,73,0.659,2077,1,0.397,1,3,y
6433,79,0.881,2517,3,0.801,6,2,y
8319,51,0.821,0,6,0.0,2,3,n
5659,53,0.71,424,4,0.132,4,3,n
9592,115,0.797,2295,1,0.54,2,3,y
6907,45,0.552,287,6,0.01,4,5,n
3289,45,0.731,2517,5,0.66,3,3,n
6998,57,0.781,0,2,0.0,6,2,n
6008,29,0.45,1848,1,0.656,1,3,n
9996,87,0.933,2517,3,0.569,2,3,n
5265,24,0.263,2354,4,0.096,3,4,n
1384,33,0.65,981,4,0.682,3,3,y
9532,111,0.762,1657,3,0.062,1,1,y
8036,46,0.314,0,2,0.0,1,3,n
3954,41,0.414,0,4,0.0,2,3,n
5904,64,0.778,1176,1,0.549,6,1,y
6640,49,0.324,0,1,0.0,4,2,n
9017,42,0.5,0,2,0.0,1,3,n
5855,41,0.64,0,6,0.0,3,2,n
9695,65,0.711,0,3,0.0,2,2,n
5552,79,1.026,1324,3,0.741,6,3,y
7906,38,0.407,1323,3,0.61,4,2,n
6603,32,0.6,0,2,0.0,3,2,n
5692,51,0.759,0,5,0.0,6,3,n
4577,34,0.478,0,2,0.0,1,3,n
607,46,0.643,1185,2,0.07,3,2,y
9916,71,0.821,0,3,0.0,2,3,n
6606,53,0.606,0,3,0.0,1,5,n
354,38,0.583,1375,2,0.953,6,3,y
7087,60,0.538,1912,1,0.286,3,4,y
6215,56,1.0,0,2,0.0,2,2,n
8115,44,0.692,819,3,0.569,5,3,n
5650,44,0.467,168,3,0.112,3,3,n
9763,95,0.61,0,1,0.0,2,3,y
253,17,0.545,1054,3,0.291,2,4,n
2284,23,0.533,0,4,0.0,1,2,n
268,18,0.385,0,3,0.0,1,3,n
7052,66,0.535,1145,1,0.105,3,4,y
628,33,0.32,1550,2,0.146,3,2,y
1634,27,0.286,1616,4,0.934,2,2,n
8894,81,0.723,1655,3,0.063,1,2,y
6082,42,0.68,0,4,0.0,3,3,n
5274,44,0.467,1014,2,0.419,5,3,n
6759,78,0.95,1240,2,0.559,5,4,y
8044,35,0.25,0,3,0.0,1,2,n
677,24,0.143,0,3,0.0,1,1,n
5672,52,0.486,1528,4,0.112,5,3,n
2845,57,0.727,0,1,0.0,6,1,y
5393,75,0.596,974,1,0.401,3,1,y
1445,41,0.577,0,3,0.0,3,1,y
8065,41,0.464,0,3,0.0,3,6,n
4060,82,1.05,1229,3,0.387,3,2,y
4718,49,0.361,1964,3,0.057,2,2,n
1153,47,1.474,0,2,0.0,5,2,y
1969,32,0.6,1289,3,0.323,3,3,y
3211,83,0.596,2517,4,0.073,6,3,y
4173,59,1.36,1783,1,0.101,3,1,y
4615,35,0.346,0,3,0.0,3,2,n
9041,105,0.694,1497,1,0.112,1,2,y
5359,41,0.708,896,4,0.484,6,2,n
8476,75,0.923,964,3,0.579,1,3,y
2400,34,0.545,1501,0,0.165,3,1,y
6743,45,0.607,0,3,0.0,6,3,n
1137,16,0.455,2517,2,0.791,6,3,n
6092,74,0.574,0,3,0.0,4,3,y
6490,57,0.839,1463,2,0.37,6,1,y
9175,97,0.796,1528,1,0.06,1,3,y
8147,83,0.93,1493,2,0.208,1,1,y
27,40,1.0,1010,2,0.099,3,3,y
5158,80,0.633,1824,4,0.699,6,2,y
4965,44,0.517,0,3,0.0,1,3,n
2126,25,0.25,1962,4,0.15,1,0,n
5979,52,0.733,825,3,0.024,3,2,n
7700,75,1.027,1867,1,0.679,4,2,y
7699,38,0.462,243,1,0.075,4,3,n
6534,41,0.464,2404,2,0.855,3,2,n
1311,26,0.3,0,3,0.0,3,1,n
3936,39,0.56,1008,3,0.143,3,4,n
5177,35,0.591,0,2,0.0,5,2,n
8013,43,0.593,0,2,0.0,6,3,n
3872,78,0.529,719,3,0.111,4,3,y
9967,99,0.768,2070,5,0.061,6,3,y
146,31,2.875,2117,2,0.941,6,3,y
9027,60,0.875,0,3,0.0,4,3,n
9023,100,0.852,1151,0,0.039,1,2,y
3232,64,0.641,1254,3,0.113,6,1,y
8124,85,0.635,2139,1,0.702,2,3,y
8881,53,0.395,0,2,0.0,2,2,n
9223,61,0.525,0,1,0.0,6,2,n
2853,40,0.6,0,4,0.0,6,2,n
7188,71,0.821,0,0,0.0,3,4,y
9711,130,0.857,1805,1,0.105,3,3,y
7402,56,0.647,0,4,0.0,5,3,n
2368,41,0.952,770,3,0.04,6,2,y
3764,36,0.5,2517,1,0.661,3,5,n
6555,84,0.68,2268,2,0.722,6,4,y
1434,34,0.619,1798,2,0.295,4,1,y
9419,99,0.8,2280,2,0.734,1,2,y
5440,75,0.875,805,4,0.387,5,2,y
5848,75,0.923,0,2,0.0,5,3,y
801,45,0.452,2025,2,0.253,4,2,y
5875,76,0.854,2082,2,0.313,4,1,y
3643,76,0.551,1434,4,0.054,4,6,y
7843,78,0.814,1235,1,0.172,2,3,y
9639,80,0.86,0,2,0.0,2,2,n
4897,83,0.66,2001,1,0.122,6,2,y
7051,40,0.481,327,2,0.227,5,3,n
9061,52,0.625,2517,4,0.109,6,3,n
3959,43,0.536,2517,3,0.807,6,2,n
9975,78,0.902,0,4,0.0,5,2,n
4207,41,0.367,0,3,0.0,5,3,n
123,47,0.382,1540,3,0.407,4,3,y
3672,57,0.676,1706,2,0.324,1,3,n
7165,32,0.0,0,1,0.0,3,3,n
3667,45,0.607,0,1,0.0,1,4,n
9784,72,0.895,2017,2,0.14,1,2,n
247,19,0.727,0,3,0.0,3,3,n
7835,34,0.478,0,1,0.0,4,3,n
6031,82,0.745,1157,2,0.09,4,1,y
756,66,0.65,0,3,0.0,6,3,y
1044,15,0.875,2517,3,0.571,2,1,n
4063,39,0.773,1758,3,0.162,3,4,n
1088,15,1.5,1884,3,0.527,3,2,n
5009,51,0.759,471,6,0.019,3,6,n
8744,88,0.63,1871,2,0.165,4,2,y
6088,49,0.581,0,6,0.0,1,3,n
7953,44,0.467,0,4,0.0,1,2,n
5662,32,0.231,0,3,0.0,6,4,n
8421,63,0.75,1507,1,0.112,2,3,y
4957,38,0.407,2517,3,0.649,2,2,n
5575,74,0.51,0,1,0.0,5,1,y
4093,54,0.8,1020,3,0.069,4,2,y
6225,43,0.593,1558,3,0.41,1,3,n
1101,84,0.867,756,2,0.029,3,3,y
691,20,0.333,513,2,0.206,4,2,n
3474,41,0.864,0,2,0.0,2,2,n
7515,83,0.976,1256,3,0.561,4,2,y
9450,61,0.906,764,3,0.081,4,3,n
4997,46,0.586,0,4,0.0,3,3,n
7895,39,0.444,2246,3,0.404,6,2,n
835,44,1.0,0,3,0.0,6,2,y
9337,73,0.825,2517,2,0.454,1,3,n
817,50,0.786,2134,0,0.343,4,5,y
2264,33,0.32,1207,4,0.467,6,3,y
1351,21,0.75,1151,3,0.318,3,2,n
7458,70,0.707,2148,3,0.286,4,1,y
2986,48,0.846,0,4,0.0,3,2,n
7014,46,0.353,2256,2,0.805,6,2,n
2624,62,0.938,1443,1,0.276,6,1,y
4384,62,0.879,0,4,0.0,4,2,y
7995,48,0.455,0,3,0.0,1,5,n
2420,49,0.815,1562,4,0.368,3,2,y
4828,69,0.816,0,4,0.0,4,2,y
