,CLIENTNUM,Current_customer,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Current_customer_Num
5356,1537,y,41,0,3,3,0,5,0,31,3,1,2,2416.0,1305,1111.0,0.93,4163,73,0.698,0.54,1
5357,9998,y,52,0,2,5,1,4,0,48,3,2,4,5299.0,578,4721.0,0.931,4509,79,0.717,0.109,1
5358,9053,y,41,0,4,2,2,4,0,35,3,1,4,2138.0,1283,855.0,0.645,4785,85,0.518,0.6,1
5359,7325,n,47,0,1,6,1,4,0,35,6,2,4,1850.0,896,954.0,0.724,2613,41,0.708,0.484,0
5360,7895,y,53,0,1,0,3,1,0,35,4,3,3,3585.0,0,3585.0,0.782,4806,81,0.653,0.0,1
5361,8531,y,48,0,4,5,1,1,0,32,6,1,3,2690.0,1903,787.0,0.824,4567,81,0.8,0.707,1
5362,8251,y,62,1,0,2,3,3,0,56,5,3,2,29100.0,1228,27872.0,0.722,5041,74,0.805,0.042,1
5363,9196,n,59,1,2,5,2,1,0,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897,0
5364,9028,y,41,1,3,3,1,3,0,35,6,2,1,8376.0,1165,7211.0,0.888,4142,67,0.634,0.139,1
5365,6717,y,50,1,3,6,2,1,0,39,4,3,1,13509.0,2060,11449.0,0.729,3702,64,0.829,0.152,1
5366,6249,y,38,0,3,2,1,4,0,36,4,2,4,2396.0,2217,179.0,0.978,4593,74,0.721,0.925,1
5367,1556,y,50,1,1,1,1,3,0,36,5,3,3,18964.0,2207,16757.0,0.625,3835,78,0.625,0.116,1
5368,8697,y,40,0,5,2,1,4,0,30,3,2,2,2114.0,1618,496.0,0.664,4518,88,0.692,0.765,1
5369,5910,y,39,0,4,5,2,4,0,36,5,3,4,1623.0,729,894.0,0.886,4423,65,0.806,0.449,1
5370,6446,y,40,0,1,3,0,4,0,30,6,2,1,2579.0,1959,620.0,0.618,4300,69,0.683,0.76,1
5371,2829,n,41,1,4,2,2,2,0,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412,0
5372,3934,n,35,0,0,2,1,4,0,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0,0
5373,9679,y,48,0,5,5,1,1,0,43,4,1,3,2866.0,921,1945.0,0.654,4615,72,0.6,0.321,1
5374,5536,y,49,1,4,6,1,3,0,38,6,6,3,9738.0,1835,7903.0,0.763,4816,49,0.885,0.188,1
5375,6078,y,55,1,2,1,1,2,0,36,5,1,1,4370.0,0,4370.0,0.791,4326,74,0.721,0.0,1
5376,4510,y,58,1,3,6,2,3,0,36,6,2,3,3355.0,1878,1477.0,0.725,4578,84,0.953,0.56,1
5377,9863,y,43,0,2,3,2,1,0,38,4,2,2,5070.0,0,5070.0,0.67,4193,67,0.811,0.0,1
5378,3281,y,35,0,2,2,1,4,0,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451,1
5379,6105,y,40,0,3,2,2,4,0,31,4,2,3,2016.0,978,1038.0,0.736,4379,78,0.95,0.485,1
5380,6328,n,55,0,1,2,3,4,0,36,4,2,2,3552.0,2517,1035.0,0.865,2665,36,0.333,0.709,0
5381,5343,n,43,0,3,6,2,4,0,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,0.621,0.102,0
5382,337,y,46,0,4,3,3,4,0,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.174,0.843,1
5383,2756,y,48,0,3,3,2,1,0,36,5,3,2,3871.0,2055,1816.0,0.824,5480,58,0.933,0.531,1
5384,4184,n,32,0,0,2,2,4,0,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.438,0.108,0
5385,2352,y,61,0,0,2,1,5,0,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925,1
5386,5676,y,53,0,1,5,2,4,0,39,4,3,4,1773.0,1539,234.0,0.893,4087,74,0.762,0.868,1
5387,84,y,42,0,3,5,0,4,0,28,6,2,4,2029.0,1377,652.0,0.838,4014,86,0.686,0.679,1
5388,6176,n,45,1,2,3,2,0,0,33,6,3,2,15490.0,0,15490.0,0.742,2429,50,0.471,0.0,0
5389,666,y,56,0,2,5,2,1,0,48,6,2,2,2941.0,1619,1322.0,0.9,5000,87,0.673,0.55,1
5390,3156,y,42,0,4,2,3,4,0,32,3,1,2,2314.0,1547,767.0,0.804,4678,74,1.0,0.669,1
5391,4198,n,40,0,4,5,2,4,0,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598,0
5392,3652,y,57,1,2,2,1,3,0,36,6,3,3,6248.0,1493,4755.0,0.597,4664,60,0.579,0.239,1
5393,9498,y,40,1,2,3,0,1,0,35,3,1,1,2430.0,974,1456.0,0.677,4344,75,0.596,0.401,1
5394,3770,y,48,1,4,6,2,3,0,38,5,2,3,5543.0,1372,4171.0,0.744,5266,79,0.795,0.248,1
5395,9475,y,42,0,3,2,1,1,0,37,4,3,2,2470.0,2013,457.0,0.97,4384,82,1.0,0.815,1
5396,447,y,49,0,4,1,2,1,0,39,5,3,1,3255.0,603,2652.0,0.617,4045,62,0.824,0.185,1
5397,5235,n,44,0,4,6,1,1,0,31,4,3,5,1691.0,1327,364.0,0.774,2345,33,0.435,0.785,0
5398,8104,n,43,1,4,1,3,2,0,28,3,2,4,18229.0,0,18229.0,0.544,2060,39,0.625,0.0,0
5399,318,y,48,0,3,5,2,5,0,40,3,4,4,2827.0,1182,1645.0,0.902,4583,72,1.0,0.418,1
5400,8452,y,43,0,2,2,0,4,0,30,4,2,4,2351.0,2127,224.0,0.703,4278,71,0.821,0.905,1
5401,3963,y,45,0,2,2,1,4,0,36,6,1,3,4202.0,2201,2001.0,0.714,4385,78,0.66,0.524,1
5402,200,y,40,0,1,3,1,4,0,36,6,3,2,4712.0,0,4712.0,0.84,4216,82,0.64,0.0,1
5403,4317,y,53,1,3,5,2,3,0,36,4,3,1,2611.0,787,1824.0,0.298,2955,56,0.6,0.301,1
5404,3390,y,38,0,2,6,2,4,0,28,6,2,1,3206.0,2459,747.0,0.696,3852,65,0.625,0.767,1
5405,4556,y,39,0,2,3,2,4,0,36,4,2,3,5245.0,802,4443.0,0.504,3648,74,0.574,0.153,1
5406,6602,y,39,1,3,3,1,2,0,27,6,2,1,2583.0,0,2583.0,0.781,4162,87,0.812,0.0,1
5407,10099,y,59,0,0,2,3,5,0,55,4,3,3,1438.3,755,683.3,0.62,4222,75,0.744,0.525,1
5408,3900,y,40,1,3,4,1,0,0,36,4,2,4,7464.0,2517,4947.0,0.9,4348,62,0.879,0.337,1
5409,2091,y,54,0,3,2,1,5,0,36,6,1,2,4928.0,1805,3123.0,0.641,4767,90,0.698,0.366,1
5410,112,y,46,0,3,2,0,4,0,34,4,2,4,9863.0,686,9177.0,0.581,3068,58,0.933,0.07,1
5411,9560,y,44,0,3,0,3,4,0,39,6,1,3,5024.0,2209,2815.0,0.66,4908,73,0.659,0.44,1
5412,8921,y,44,0,3,5,2,4,0,38,4,1,3,1438.3,0,1438.3,0.801,4287,80,0.667,0.0,1
5413,3896,n,44,0,4,2,1,1,0,36,6,3,3,1452.0,0,1452.0,0.553,2287,42,0.5,0.0,0
5414,8534,y,50,0,5,5,1,5,0,34,5,5,2,3317.0,1041,2276.0,0.923,4264,75,1.027,0.314,1
5415,31,n,39,0,2,2,2,4,0,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564,0
5416,6621,y,37,0,2,3,2,4,0,22,4,2,4,2448.0,1740,708.0,0.901,4087,81,0.841,0.711,1
5417,9267,y,49,0,3,6,2,4,0,44,4,2,4,1546.0,0,1546.0,0.793,4496,83,0.66,0.0,1
5418,8560,n,36,0,3,2,2,1,0,22,1,3,1,2013.0,0,2013.0,0.602,2425,50,0.923,0.0,0
5419,3962,y,53,0,3,5,1,1,0,42,6,1,2,2293.0,1460,833.0,0.658,4436,74,0.542,0.637,1
5420,905,y,52,1,3,5,2,2,0,40,3,1,1,1438.3,512,926.3,0.776,4791,82,0.708,0.356,1
5421,3412,n,53,0,3,6,1,4,0,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,0.444,0.0,0
5422,7120,y,37,1,4,1,2,2,0,31,6,3,0,1702.0,1018,684.0,0.645,4301,86,0.72,0.598,1
5423,6819,y,52,0,1,6,1,1,0,45,5,1,1,1611.0,938,673.0,0.601,4087,86,0.911,0.582,1
5424,2465,y,49,0,2,6,1,1,0,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0,1
5425,8150,y,39,0,4,6,2,4,0,29,5,3,0,2863.0,1940,923.0,0.823,4985,90,0.636,0.678,1
5426,6723,y,39,0,1,5,1,1,0,36,4,1,4,3272.0,2323,949.0,1.123,4763,86,0.593,0.71,1
5427,2098,y,42,0,2,6,2,4,0,36,6,1,4,2677.0,2517,160.0,0.609,3911,76,0.81,0.94,1
5428,2840,y,40,0,2,5,1,4,0,26,3,2,1,2708.0,0,2708.0,0.572,4277,90,0.636,0.0,1
5429,3222,y,41,0,3,1,2,4,0,31,4,2,1,1738.0,0,1738.0,0.654,4220,68,0.889,0.0,1
5430,7479,y,46,0,2,5,3,1,0,35,6,2,1,6145.0,1349,4796.0,0.971,4893,93,0.824,0.22,1
5431,6164,y,45,0,2,3,1,4,0,36,4,1,3,1640.0,999,641.0,0.811,4597,77,0.878,0.609,1
5432,7980,y,38,0,3,2,2,5,0,21,5,1,3,2348.0,1028,1320.0,0.469,5125,71,0.578,0.438,1
5433,9295,y,53,0,3,6,1,4,0,48,5,1,2,1657.0,0,1657.0,0.664,4068,73,0.622,0.0,1
5434,6965,y,37,0,3,2,1,5,0,30,5,3,3,4554.0,780,3774.0,0.658,4816,81,0.588,0.171,1
5435,9330,y,52,1,3,0,3,0,0,47,5,6,3,5119.0,1972,3147.0,0.835,5146,88,0.956,0.385,1
5436,10049,y,39,0,2,0,2,5,0,35,6,2,2,10600.0,598,10002.0,0.843,4586,81,0.929,0.056,1
5437,7634,n,49,1,3,4,3,3,0,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043,0
5438,8381,y,50,1,1,5,1,0,0,23,5,2,1,7116.0,981,6135.0,0.858,4748,85,0.735,0.138,1
5439,9230,y,51,0,3,2,2,5,0,45,4,3,4,2420.0,2379,41.0,0.741,4348,86,0.955,0.983,1
5440,4158,y,54,0,1,3,2,4,0,43,5,2,4,2082.0,805,1277.0,1.049,4383,75,0.875,0.387,1
5441,364,y,44,0,4,1,3,4,0,34,5,2,2,2718.0,1718,1000.0,0.679,4423,68,0.619,0.632,1
5442,10118,y,50,1,2,3,2,2,0,46,6,2,4,5626.0,778,4848.0,1.009,4957,84,1.049,0.138,1
5443,3341,n,49,0,5,2,0,1,0,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0,0
5444,1639,n,59,1,0,4,1,3,0,46,5,4,2,6526.0,489,6037.0,0.678,2331,45,0.452,0.075,0
5445,8405,n,37,0,1,3,2,1,0,27,4,2,2,1793.0,792,1001.0,0.723,2374,40,0.429,0.442,0
5446,3091,y,47,0,3,6,2,4,0,36,4,1,4,2798.0,1963,835.0,0.805,4255,64,0.561,0.702,1
5447,8482,y,52,0,2,3,0,4,0,32,6,3,4,2427.0,1581,846.0,0.694,3857,69,0.816,0.651,1
5448,7593,y,55,0,2,5,1,1,0,48,4,1,1,3011.0,2138,873.0,0.565,4439,75,0.875,0.71,1
5449,8238,y,41,0,3,0,1,5,0,35,6,2,4,2255.0,1769,486.0,0.767,4717,83,0.804,0.784,1
5450,1289,n,40,0,2,3,2,5,0,30,6,3,4,6479.0,0,6479.0,0.946,2539,42,0.5,0.0,0
5451,10090,y,41,0,4,2,0,4,0,37,5,1,4,7492.0,1399,6093.0,0.533,3668,67,0.675,0.187,1
5452,6968,y,48,0,2,6,1,4,0,41,6,1,3,3632.0,1294,2338.0,0.924,4339,86,0.686,0.356,1
5453,7873,y,38,0,2,3,2,4,0,28,5,1,3,1744.0,0,1744.0,0.702,4811,86,0.686,0.0,1
5454,2154,y,52,0,2,2,1,5,0,36,5,3,1,5905.0,2248,3657.0,0.728,4042,80,0.86,0.381,1
5455,6610,y,37,0,2,2,2,1,0,24,4,1,4,2573.0,1280,1293.0,0.718,4289,81,0.841,0.497,1
5456,8866,y,45,1,0,6,1,3,0,37,4,3,2,9654.0,2035,7619.0,0.648,4221,67,0.634,0.211,1
5457,6970,y,41,1,4,2,3,1,0,24,4,2,2,1605.0,0,1605.0,0.637,4418,68,0.659,0.0,1
5458,4870,n,49,0,4,6,2,4,3,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234,0
5459,4456,y,49,1,3,0,2,2,1,36,5,3,1,34516.0,1255,33261.0,0.731,3847,73,0.698,0.036,1
5460,8846,n,43,1,4,2,2,2,0,34,5,3,3,10573.0,0,10573.0,0.794,2237,43,0.387,0.0,0
5461,6836,y,47,0,2,0,2,4,0,40,4,3,3,1789.0,1088,701.0,0.683,4191,90,0.525,0.608,1
5462,1604,y,26,0,0,6,2,5,0,36,3,3,2,7595.0,1032,6563.0,1.035,4080,72,0.8,0.136,1
5463,7118,y,51,1,3,0,2,1,0,45,4,3,0,3272.0,1896,1376.0,0.725,4220,74,0.897,0.579,1
5464,4730,y,33,0,0,2,2,4,0,26,6,1,3,2382.0,1565,817.0,0.73,4011,68,0.838,0.657,1
5465,4412,y,52,1,2,4,1,3,0,36,6,4,1,1981.0,1448,533.0,0.723,4639,61,0.743,0.731,1
5466,8256,y,51,1,2,4,2,0,0,45,4,2,2,22294.0,0,22294.0,0.647,3444,71,0.614,0.0,1
5467,7176,y,49,0,4,3,1,4,0,43,5,3,4,2574.0,1555,1019.0,0.583,4134,62,0.55,0.604,1
5468,8710,y,30,0,0,3,2,4,0,20,3,3,4,2112.0,1109,1003.0,0.693,4729,78,0.733,0.525,1
5469,604,y,65,0,0,6,2,4,0,56,3,2,2,5441.0,812,4629.0,0.534,4480,76,0.551,0.149,1
5470,2562,y,43,0,3,6,1,1,0,32,3,2,4,4391.0,0,4391.0,0.757,4741,78,0.814,0.0,1
5471,7241,y,42,0,5,0,2,4,0,28,4,3,2,3044.0,1865,1179.0,0.852,4854,85,1.024,0.613,1
5472,2319,y,57,1,1,3,1,1,0,45,3,3,2,2721.0,2159,562.0,0.846,4578,81,0.653,0.793,1
5473,7132,y,62,0,0,6,2,1,0,56,6,1,2,4467.0,0,4467.0,0.888,4007,74,0.542,0.0,1
5474,7988,y,48,1,4,0,2,3,0,31,6,1,3,5033.0,0,5033.0,0.597,4054,82,0.822,0.0,1
5475,1572,y,61,0,1,3,3,4,0,50,5,1,2,8604.0,1075,7529.0,0.464,4705,65,0.806,0.125,1
5476,2696,y,43,0,2,3,2,4,0,36,4,3,2,2325.0,1662,663.0,0.8,4471,83,0.804,0.715,1
5477,1634,y,60,0,0,1,2,4,0,42,5,3,3,2758.0,1429,1329.0,0.718,5124,74,0.644,0.518,1
5478,8619,y,45,1,1,2,1,3,0,34,3,2,2,9705.0,850,8855.0,0.481,2001,34,0.889,0.088,1
5479,138,y,41,0,0,3,1,4,0,31,4,2,4,2685.0,1647,1038.0,0.812,4625,94,0.516,0.613,1
5480,264,y,60,0,2,0,2,4,0,54,5,3,2,2694.0,1923,771.0,0.714,3837,71,0.732,0.714,1
5481,5071,n,40,0,4,3,2,1,0,29,5,2,3,1554.0,412,1142.0,0.568,2341,43,0.483,0.265,0
5482,8537,y,63,0,0,6,2,4,0,48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0.0,1
5483,6883,y,42,0,4,6,2,1,0,35,4,3,3,1786.0,1316,470.0,0.704,4306,73,1.086,0.737,1
5484,5210,y,48,1,3,4,0,2,0,36,3,3,4,2648.0,0,2648.0,0.715,3880,74,0.721,0.0,1
5485,8018,y,44,1,3,2,2,1,0,33,3,2,2,2477.0,2123,354.0,0.699,4349,69,0.725,0.857,1
5486,9014,y,51,0,1,1,1,5,0,45,6,2,1,7336.0,1031,6305.0,0.658,3812,67,0.675,0.141,1
5487,1878,y,42,1,3,3,2,3,3,32,3,3,3,34516.0,1396,33120.0,0.688,3748,62,0.938,0.04,1
5488,8444,y,46,0,4,5,1,4,0,30,3,3,1,2479.0,1759,720.0,0.81,4562,86,0.72,0.71,1
5489,3860,y,42,0,4,2,2,5,0,36,3,3,3,9396.0,1870,7526.0,0.714,4301,71,0.651,0.199,1
5490,6042,y,44,0,2,2,3,4,0,34,3,2,2,2561.0,1491,1070.0,0.733,4869,70,0.522,0.582,1
5491,2365,n,43,0,2,0,1,4,0,36,5,2,3,4020.0,0,4020.0,0.563,1952,39,0.345,0.0,0
5492,4842,y,43,1,3,6,1,2,3,30,4,3,4,25856.0,1281,24575.0,0.975,3303,70,0.795,0.05,1
5493,1858,y,50,0,2,2,2,4,0,38,5,4,2,7398.0,1581,5817.0,0.428,4311,73,0.921,0.214,1
5494,651,y,51,1,3,3,2,3,3,38,5,3,4,34516.0,1802,32714.0,0.912,4544,80,0.569,0.052,1
5495,9495,y,52,0,1,5,2,5,0,47,6,1,3,4058.0,1349,2709.0,0.723,4388,72,0.6,0.332,1
5496,6308,y,51,0,2,0,1,4,0,25,4,3,3,3042.0,0,3042.0,0.578,4781,79,0.756,0.0,1
5497,4672,y,60,0,1,3,2,4,0,36,5,2,2,2688.0,1617,1071.0,0.552,4183,71,0.614,0.602,1
5498,2599,n,38,0,2,6,1,5,0,33,4,3,3,3388.0,0,3388.0,0.368,1959,52,0.857,0.0,0
5499,3988,y,43,0,4,3,2,1,0,36,3,3,2,4902.0,2517,2385.0,0.982,4508,69,0.643,0.513,1
5500,2188,y,45,0,4,6,1,5,0,37,4,2,1,3241.0,0,3241.0,0.629,4992,80,0.739,0.0,1
5501,6146,y,48,0,2,1,1,1,0,34,3,1,4,5069.0,1843,3226.0,0.826,4055,66,0.692,0.364,1
5502,5998,y,43,1,3,6,0,3,0,36,5,2,3,13625.0,0,13625.0,0.93,3902,62,0.632,0.0,1
5503,2692,n,46,1,1,4,2,2,0,32,5,2,3,8766.0,0,8766.0,0.702,2263,35,0.522,0.0,0
5504,123,y,50,1,1,0,2,1,0,41,3,1,1,2800.0,1338,1462.0,0.818,4869,90,0.8,0.478,1
5505,6397,y,34,0,4,5,2,5,0,21,6,3,2,9005.0,1994,7011.0,0.919,5223,89,0.712,0.221,1
5506,4466,y,56,1,2,3,1,2,0,36,4,3,1,2713.0,1990,723.0,0.7,4027,67,0.634,0.734,1
5507,2526,n,53,0,5,1,2,4,0,38,3,2,3,1438.3,0,1438.3,0.367,1935,47,0.469,0.0,0
5508,1158,y,47,0,4,3,2,1,0,39,3,1,0,1746.0,0,1746.0,0.763,4543,75,0.974,0.0,1
5509,2193,y,49,1,3,5,2,3,0,41,3,3,4,2930.0,1901,1029.0,0.638,4041,75,0.596,0.649,1
5510,5121,y,47,0,4,2,1,4,0,36,6,1,4,2178.0,1455,723.0,1.001,5363,76,0.81,0.668,1
5511,531,y,35,0,1,3,1,5,0,23,3,3,1,1438.3,0,1438.3,0.751,3995,82,0.608,0.0,1
5512,5175,y,42,0,4,4,1,4,0,34,5,3,2,2021.0,1281,740.0,0.847,4642,97,0.672,0.634,1
5513,9457,n,52,0,1,2,2,4,0,47,3,3,4,1842.0,625,1217.0,0.729,2650,43,0.483,0.339,0
5514,7681,y,49,1,3,2,2,0,0,29,5,2,2,18284.0,1144,17140.0,0.767,4846,92,0.736,0.063,1
5515,2424,y,41,1,2,5,1,3,1,33,5,3,2,34516.0,1642,32874.0,0.891,4161,71,0.868,0.048,1
5516,4600,y,42,0,2,6,2,4,0,36,5,3,4,1696.0,0,1696.0,0.666,4397,70,0.628,0.0,1
5517,7340,y,52,1,2,2,3,2,0,40,4,1,3,7215.0,0,7215.0,0.829,4409,75,0.974,0.0,1
5518,8320,y,52,0,0,2,1,4,0,37,3,1,2,1793.0,1284,509.0,0.902,3989,62,0.938,0.716,1
5519,1612,y,52,0,2,3,1,1,0,44,3,3,1,5731.0,0,5731.0,0.685,4751,85,0.932,0.0,1
5520,2878,n,44,0,2,2,1,4,0,33,3,2,2,2417.0,0,2417.0,0.389,1848,38,0.407,0.0,0
5521,5197,y,48,0,3,0,2,1,0,37,6,3,1,1438.3,0,1438.3,0.777,5035,76,0.767,0.0,1
5522,113,y,51,1,2,5,2,2,0,40,4,2,2,21800.0,893,20907.0,0.445,3820,62,0.676,0.041,1
5523,6524,n,53,0,3,3,1,4,0,41,3,3,2,1547.0,0,1547.0,0.845,2312,43,0.303,0.0,0
5524,1030,y,46,0,4,2,1,4,0,38,3,3,2,1485.0,736,749.0,0.622,4198,65,0.912,0.496,1
5525,8284,y,44,1,2,2,1,1,0,38,4,1,3,2505.0,2282,223.0,0.712,4333,77,0.833,0.911,1
5526,7238,y,49,0,4,2,3,1,0,35,3,3,2,2631.0,1699,932.0,0.668,4691,92,0.704,0.646,1
5527,8341,n,48,0,4,2,3,4,0,36,5,2,2,2700.0,2480,220.0,0.686,2396,49,0.531,0.919,0
5528,367,y,48,1,4,0,2,2,0,30,4,2,2,3307.0,2234,1073.0,0.818,4006,68,0.838,0.676,1
5529,9497,y,38,0,3,2,0,5,0,33,6,2,3,29638.0,857,28781.0,0.481,3429,78,0.696,0.029,1
5530,1507,n,34,0,1,4,2,4,0,26,3,2,5,2066.0,347,1719.0,0.511,2157,37,0.321,0.168,0
5531,2192,y,46,0,4,6,2,4,0,26,6,1,3,1859.0,1379,480.0,0.836,4260,72,0.714,0.742,1
5532,7455,y,45,1,2,2,2,2,0,34,5,1,1,13362.0,0,13362.0,0.682,4155,79,0.795,0.0,1
5533,5375,y,33,0,2,2,2,4,0,17,4,3,4,2431.0,1846,585.0,0.612,4327,74,0.644,0.759,1
5534,4709,y,43,0,4,3,0,1,0,34,5,1,1,6034.0,1579,4455.0,0.753,4712,67,0.914,0.262,1
5535,9133,y,61,0,0,6,1,4,0,55,4,2,3,2194.0,1512,682.0,0.725,4069,80,0.778,0.689,1
5536,4560,y,47,0,3,3,2,1,0,34,4,1,3,1963.0,1524,439.0,0.879,3492,59,1.034,0.776,1
5537,3788,n,41,0,4,0,3,5,0,22,4,2,3,1438.3,1125,313.3,0.611,2534,52,0.486,0.782,0
5538,9583,y,45,0,3,5,1,4,0,40,4,1,3,2922.0,1212,1710.0,0.662,3895,70,0.591,0.415,1
5539,1448,y,50,1,4,0,2,1,0,45,4,3,1,6943.0,600,6343.0,0.653,4946,80,0.739,0.086,1
5540,5488,n,57,1,2,2,2,0,0,44,5,3,4,34516.0,219,34297.0,0.482,1882,48,0.714,0.006,0
5541,699,n,45,0,3,0,2,5,0,33,5,3,4,4345.0,2198,2147.0,0.465,1918,31,0.292,0.506,0
5542,1567,n,50,0,3,2,0,4,0,40,5,4,4,4248.0,316,3932.0,0.661,2271,36,0.333,0.074,0
5543,5867,y,51,0,1,1,1,4,0,42,3,2,2,1438.3,0,1438.3,0.872,4211,64,0.778,0.0,1
5544,5582,y,53,0,3,5,0,4,0,43,5,1,2,2383.0,1516,867.0,0.857,4917,78,0.95,0.636,1
5545,173,y,55,0,1,2,1,4,0,45,4,2,3,1677.0,0,1677.0,0.824,4588,68,0.7,0.0,1
5546,2507,y,40,0,1,3,1,5,0,33,4,2,2,2392.0,1129,1263.0,0.695,4309,86,0.72,0.472,1
5547,6534,n,52,0,3,0,1,4,0,40,3,2,3,3474.0,0,3474.0,0.735,2675,37,0.48,0.0,0
5548,9847,y,48,1,4,6,1,2,0,43,5,3,3,8737.0,1629,7108.0,0.618,3876,55,0.774,0.186,1
5549,3423,n,44,0,1,6,2,5,0,36,3,3,3,3517.0,0,3517.0,0.634,2403,48,0.548,0.0,0
5550,9340,y,60,0,1,2,2,5,0,55,3,3,3,13397.0,0,13397.0,0.814,5049,75,0.63,0.0,1
5551,1389,y,65,0,0,6,2,4,0,55,5,2,1,6352.0,1386,4966.0,0.5,3709,77,0.604,0.218,1
5552,2333,y,46,0,5,3,2,4,0,36,6,3,3,1787.0,1324,463.0,0.684,4084,79,1.026,0.741,1
5553,450,n,62,1,0,3,2,2,0,51,3,2,4,18734.0,0,18734.0,0.674,2112,52,0.857,0.0,0
5554,2013,y,47,0,2,0,1,4,0,36,6,3,3,1438.3,0,1438.3,0.634,3832,87,0.673,0.0,1
5555,6920,y,50,1,2,4,0,1,0,43,5,2,4,3525.0,0,3525.0,0.798,4742,62,0.824,0.0,1
5556,5586,y,43,1,4,1,3,2,0,33,4,3,4,2067.0,1250,817.0,0.891,4565,65,0.806,0.605,1
5557,4256,y,45,0,4,6,1,4,0,36,6,1,4,2051.0,0,2051.0,0.989,4355,87,0.977,0.0,1
5558,3928,y,46,1,3,0,2,0,0,30,5,1,2,27378.0,1893,25485.0,0.432,3934,78,0.592,0.069,1
5559,677,n,38,0,2,1,1,4,0,28,5,2,4,1614.0,0,1614.0,0.609,2437,46,0.438,0.0,0
5560,8686,y,49,1,3,0,2,4,0,38,5,3,1,7862.0,1991,5871.0,0.654,3645,82,0.608,0.253,1
5561,5652,y,47,1,3,0,1,2,0,36,5,1,3,4284.0,1900,2384.0,0.971,4948,85,0.848,0.444,1
5562,8391,n,47,0,3,6,1,4,0,37,1,2,2,1438.3,0,1438.3,0.749,2393,36,0.636,0.0,0
5563,1038,y,55,0,2,5,0,4,0,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473,1
5564,1952,y,62,1,1,2,2,2,0,49,3,3,2,21805.0,1777,20028.0,0.519,4694,79,0.411,0.081,1
5565,4308,y,55,1,2,5,2,2,0,36,5,1,4,4712.0,1920,2792.0,0.596,4277,66,0.571,0.407,1
5566,9740,n,33,1,2,6,1,2,0,28,6,2,4,1698.0,0,1698.0,0.823,2448,40,0.379,0.0,0
5567,1357,y,41,0,5,5,2,1,0,26,4,3,4,2264.0,928,1336.0,0.662,4150,83,0.844,0.41,1
5568,2583,y,54,0,1,6,1,4,0,39,3,2,4,2720.0,1694,1026.0,0.843,5103,81,0.761,0.623,1
5569,8540,y,55,1,3,4,3,0,0,40,3,1,4,15631.0,1305,14326.0,0.668,4313,67,0.914,0.083,1
5570,5091,y,43,0,3,6,2,1,0,36,5,2,4,2594.0,1686,908.0,0.624,4503,67,0.811,0.65,1
5571,8943,n,52,1,3,2,1,3,0,46,4,2,3,15011.0,2517,12494.0,0.713,1821,36,0.385,0.168,0
5572,108,y,47,0,4,6,2,4,0,39,3,3,4,1548.0,0,1548.0,0.664,4420,71,0.775,0.0,1
5573,7139,y,52,0,3,6,2,4,0,46,3,3,3,2700.0,1623,1077.0,0.848,4171,78,0.814,0.601,1
5574,5891,y,45,0,4,3,1,1,0,35,6,1,0,2919.0,1670,1249.0,1.041,4194,72,0.756,0.572,1
5575,1589,y,50,0,4,6,2,5,0,44,5,1,1,10721.0,0,10721.0,0.861,4962,74,0.51,0.0,1
5576,4395,y,44,1,3,2,2,1,0,29,5,1,4,6125.0,1329,4796.0,0.646,5481,68,0.7,0.217,1
5577,5973,y,42,0,2,6,1,4,0,29,5,3,4,3200.0,1733,1467.0,0.909,5026,79,0.837,0.542,1
5578,9559,y,53,0,3,4,0,5,0,48,5,2,2,12286.0,997,11289.0,0.726,4960,83,0.729,0.081,1
5579,8304,y,51,1,2,0,1,3,0,45,3,3,1,21543.0,0,21543.0,0.53,3928,82,0.64,0.0,1
5580,9381,y,52,1,3,0,1,0,0,47,3,2,4,6355.0,0,6355.0,0.711,4009,74,0.947,0.0,1
